Date,TransactionType,Amount,Currency,ExchangeRate,Balance,Merchant,Category,Subcategory,Country,City,IsFraud,Notes,CustomerSince,Amount_IDR,BalanceCategory
2024-06-16,DEBIT,18.99,GBP,98.9682,9589.52,Walmart,Automotive,Fuel,Canada,Pune,TRUE,CHARGEBACK REQUESTED,2019.0,357087.16241999995,Positive
2025-01-08,CREDIT,47.05,INR,1.0,-1850071.08,Swiggy,Travel,Hotel,India,Gurugram,TRUE,CHARGEBACK REQUESTED,2016.0,8939.5,Negative
2024-07-23,CREDIT,33.37,USD,77.1463,-1229835.31,Zomato,Groceries,Specialty,Canada,Jaipur,TRUE,PROMO APPLIED,,489130.68588999996,Negative
2025-07-07,DEBIT,9.15,USD,75.4651,-1200017.77,Starbucks,Entertainment,Concert,UK,Gurugram,TRUE,PROMO APPLIED,,131196.07635000002,Negative
2024-04-25,CREDIT,4.95,INR,1.0,-539945.62,AutoZone,Health,Pharmacy,Australia,Noida,TRUE,REPEAT PURCHASE,,940.5,Negative
2024-04-30,REFUND,14.72,USD,81.4095,-1271017.65,ElectroWorld,Clothing,Women,India,Noida,TRUE,MONTHLY SUBSCRIPTION,,227686.08959999998,Negative
2023-11-10,REFUND,5.5,INR,1.0,-2772862.22,AutoZone,Dining,FastFood,UAE,Mumbai,TRUE,REPEAT PURCHASE,2020.0,1045.0,Negative
2024-09-18,DEBIT,69.84,AED,19.4958,-446753.61,LocalMart,Automotive,Repair,Australia,Gurugram,TRUE,PROMO APPLIED,,258701.46767999997,Negative
2024-01-18,CREDIT,76.74,USD,79.4961,-445879.82,Amazon,Electronics,Accessory,USA,Pune,TRUE,MONTHLY SUBSCRIPTION,,1159100.8356599999,Negative
2024-07-25,DEBIT,24.58,USD,76.2141,-1675525.66,Paytm Mall,Health,Pharmacy,Australia,Pune,TRUE,CHARGEBACK REQUESTED,2016.0,355935.08982,Negative
2025-07-02,CREDIT,5.07,INR,1.0,-1009066.08,Amazon,Dining,Restaurant,UAE,Pune,TRUE,MONTHLY SUBSCRIPTION,2018.0,963.3000000000001,Negative
2024-11-06,REFUND,9.72,AED,21.6528,-530000.52,Starbucks,Utilities,Electricity,Australia,Delhi,TRUE,MONTHLY SUBSCRIPTION,,39988.39104,Negative
2025-04-17,DEBIT,21.54,AED,19.2916,-1641954.78,Myntra,Travel,Flight,USA,Chennai,TRUE,MANUAL ADJUSTMENT,,78952.80215999999,Negative
2024-06-29,DEBIT,51.64,INR,1.0,-1641954.78,Zomato,Dining,FastFood,USA,Mumbai,TRUE,CASHBACK CREDITED,2024.0,9811.6,Negative
2025-02-05,CREDIT,22.66,GBP,106.9224,-1199493.43,Myntra,Utilities,Internet,UK,Pune,TRUE,PROMO APPLIED,2016.0,460343.70095999993,Negative
2025-04-18,DEBIT,34.56,INR,1.0,-2467911.44,Reliance,Electronics,Laptop,India,Delhi,TRUE,,,6566.400000000001,Negative
2024-01-04,CREDIT,3.31,INR,1.0,-145342.62,BigBasket,Health,Pharmacy,USA,Hyderabad,TRUE,REPEAT PURCHASE,2020.0,628.9,Negative
2024-02-20,CREDIT,31.13,INR,1.0,-2593178.64,Paytm Mall,Travel,Flight,India,Delhi,TRUE,PROMO APPLIED,,5914.7,Negative
2025-07-24,DEBIT,85.93,USD,76.2506,-2679361.38,Myntra,Education,Books,UAE,Mumbai,TRUE,MONTHLY SUBSCRIPTION,2020.0,1244920.6710200002,Negative
2023-10-30,DEBIT,44.68,INR,1.0,-1641954.78,Starbucks,Clothing,Men,USA,Delhi,TRUE,PROMO APPLIED,,8489.2,Negative
2024-05-19,CREDIT,33.37,GBP,96.6059,-1641954.78,Paytm Mall,Dining,FastFood,UAE,Pune,TRUE,PROMO APPLIED,,612510.38777,Negative
2024-09-03,DEBIT,32.8,USD,81.1473,-1641954.78,Myntra,Clothing,Women,Australia,Gurugram,TRUE,PROMO APPLIED,2021.0,505709.9735999999,Negative
2025-03-30,DEBIT,37.58,GBP,91.2809,-565184.26,Flipkart,Travel,Hotel,UAE,Jaipur,TRUE,,2020.0,651763.88218,Negative
2025-06-23,CREDIT,26.16,AED,19.1277,-1641954.78,Paytm Mall,Education,Course,Canada,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,95072.32008,Negative
2024-12-23,CREDIT,52.45,AED,21.4118,-2625979.87,Swiggy,Automotive,Repair,USA,Jaipur,TRUE,REPEAT PURCHASE,,213379.2929,Negative
2023-10-30,REFUND,19.59,USD,78.6716,-985905.45,Amazon,Groceries,Specialty,UK,Gurugram,TRUE,REPEAT PURCHASE,,292823.56236,Negative
2024-01-24,DEBIT,111.63,AED,19.0448,-1937285.93,ElectroWorld,Education,Books,USA,Bengaluru,TRUE,CASHBACK CREDITED,2022.0,403934.49455999996,Negative
2023-10-25,DEBIT,11.85,GBP,99.1526,-2118366.91,LocalMart,Groceries,Supermarket,USA,Mumbai,TRUE,MONTHLY SUBSCRIPTION,,223242.0789,Negative
2024-11-23,CREDIT,5.03,USD,81.1085,-1163199.12,Starbucks,Utilities,Electricity,USA,Bengaluru,TRUE,,,77515.39345,Negative
2025-05-07,DEBIT,45.03,GBP,98.3132,-2773664.54,ElectroWorld,Dining,Restaurant,Australia,Pune,TRUE,SUSPECTED FRAUD,2016.0,841138.24524,Negative
2025-05-26,DEBIT,22.12,INR,1.0,-1641954.78,AutoZone,Travel,Flight,Australia,Chennai,TRUE,CASHBACK CREDITED,,4202.8,Negative
2025-06-06,DEBIT,45.64,USD,74.7742,-965006.4,Flipkart,Health,Pharmacy,UAE,Delhi,TRUE,REPEAT PURCHASE,,648411.95272,Negative
2023-10-15,DEBIT,36.83,USD,79.9151,-1641954.78,Paytm Mall,Travel,Hotel,USA,Jaipur,TRUE,MONTHLY SUBSCRIPTION,,559221.89527,Negative
2023-12-28,DEBIT,64.7,INR,1.0,-1605078.42,AutoZone,Utilities,Electricity,USA,Pune,TRUE,SUSPECTED FRAUD,2020.0,12293.0,Negative
2024-08-13,REFUND,59.83,INR,1.0,-2934424.61,BigBasket,Travel,Hotel,Canada,Gurugram,TRUE,CASHBACK CREDITED,,11367.699999999999,Negative
2024-07-22,DEBIT,33.37,USD,78.8361,-144486.93,Amazon,Automotive,Fuel,UAE,Jaipur,TRUE,SUSPECTED FRAUD,,499844.52482999995,Negative
2024-12-28,CREDIT,33.37,GBP,99.2428,-1641954.78,ShopEasy,Entertainment,Movies,USA,Gurugram,TRUE,PROMO APPLIED,2018.0,629229.12484,Negative
2025-08-10,DEBIT,54.86,INR,1.0,-1641954.78,Paytm Mall,Clothing,Men,USA,Mumbai,TRUE,REPEAT PURCHASE,,10423.4,Negative
2024-04-29,DEBIT,1.0,AED,21.531,-2466854.91,ElectroWorld,Dining,Restaurant,UK,Delhi,TRUE,,,4090.89,Negative
2025-03-31,CREDIT,7.91,GBP,95.4493,-1150514.79,Flipkart,Education,Books,USA,Mumbai,TRUE,MONTHLY SUBSCRIPTION,2024.0,143450.75297,Negative
2024-06-03,DEBIT,33.37,USD,80.945,-1604361.55,Zomato,Utilities,Electricity,UK,Pune,TRUE,REPEAT PURCHASE,,513215.5834999999,Negative
2023-10-03,DEBIT,45.74,AED,20.3078,-1169035.71,Swiggy,Dining,FastFood,Australia,Mumbai,TRUE,MONTHLY SUBSCRIPTION,,176486.96668,Negative
2023-09-29,DEBIT,144.49,INR,1.0,-595242.35,Flipkart,Education,Books,UAE,Mumbai,TRUE,CASHBACK CREDITED,2015.0,27453.100000000002,Negative
2025-05-03,DEBIT,16.88,INR,1.0,-2452487.78,Walmart,Clothing,Women,Canada,Gurugram,TRUE,CASHBACK CREDITED,2025.0,3207.2,Negative
2025-04-27,REFUND,142.99,USD,76.696,-1641954.78,Flipkart,Travel,Flight,Australia,Hyderabad,TRUE,CHARGEBACK REQUESTED,,2083684.5976000002,Negative
2024-10-08,CREDIT,25.33,USD,80.9115,-160874.26,Paytm Mall,Health,Pharmacy,USA,Kolkata,TRUE,CASHBACK CREDITED,2022.0,389402.77605000004,Negative
2025-03-14,CREDIT,1329.07,GBP,100.0194,-1641954.78,ElectroWorld,Clothing,Men,Canada,Chennai,TRUE,PROMO APPLIED,,25257228.952019997,Negative
2025-07-25,DEBIT,19.4,USD,73.0425,-480743.82,AutoZone,Travel,Flight,UK,Pune,TRUE,REPEAT PURCHASE,2022.0,269234.65499999997,Negative
2024-05-27,DEBIT,49.9,AED,19.5482,-189482.47,Flipkart,Travel,Hotel,UK,Mumbai,TRUE,MONTHLY SUBSCRIPTION,,185336.4842,Negative
2024-10-17,DEBIT,33.37,INR,1.0,-1126428.6,Flipkart,Clothing,Women,Canada,Jaipur,TRUE," -- VERIFY
CONTACT SUPPORT",2019.0,6340.299999999999,Negative
2024-12-01,CREDIT,33.37,INR,1.0,-176120.11,Flipkart,Groceries,Supermarket,Canada,Noida,TRUE,SUSPECTED FRAUD,,6340.299999999999,Negative
2024-02-21,DEBIT,11.6,INR,1.0,-2579590.62,Walmart,Travel,Taxi,UAE,Bengaluru,TRUE,,,2204.0,Negative
2025-03-27,DEBIT,33.37,USD,74.6984,-2866477.11,ShopEasy,Travel,Hotel,UK,Jaipur,TRUE,,2020.0,473610.26552,Negative
2023-11-20,CREDIT,26.16,AED,19.4533,-1617336.11,Swiggy,Dining,Cafe,UAE,Pune,TRUE,MANUAL ADJUSTMENT,,96690.68231999999,Negative
2025-08-07,CREDIT,48.66,AED,18.0563,-1985141.3,Swiggy,Clothing,Men,USA,Jaipur,TRUE,,,166937.71602,Negative
2024-05-15,DEBIT,17.52,USD,79.0511,-259273.98,Swiggy,Clothing,Men,UK,Mumbai,TRUE,PROMO APPLIED,,263145.30168000003,Negative
2023-09-21,CREDIT,207.3,GBP,100.5929,-975744.78,ShopEasy,Utilities,Internet,UK,Jaipur,TRUE,MANUAL ADJUSTMENT,,3962052.5523000006,Negative
2024-04-17,DEBIT,34.97,USD,78.4965,-2237814.29,Swiggy,Entertainment,Movies,India,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,521554.29494999995,Negative
2024-04-17,CREDIT,11.79,AED,18.8789,-276402.15,Zomato,Entertainment,Streaming,UAE,Delhi,TRUE,,,42290.62389,Negative
2023-12-11,CREDIT,42.26,USD,76.0735,-2308150.28,ShopEasy,Entertainment,Streaming,UK,Chennai,TRUE,SUSPECTED FRAUD,,610824.5608999999,Negative
2023-11-30,DEBIT,44.36,INR,1.0,-176057.46,Walmart,Groceries,Specialty,USA,Kolkata,TRUE,CASHBACK CREDITED,2024.0,8428.4,Negative
2024-08-30,DEBIT,387.52,GBP,96.8957,-1931785.18,ElectroWorld,Health,Pharmacy,UAE,Gurugram,TRUE,CHARGEBACK REQUESTED,,7134314.11616,Negative
2024-05-21,REFUND,48.72,GBP,109.1184,-965030.76,BigBasket,Dining,Restaurant,USA,Bengaluru,TRUE,CASHBACK CREDITED,,1010087.2051199998,Negative
2023-10-24,CREDIT,30.9,GBP,93.4152,-555666.09,Reliance,Electronics,Accessory,UK,Jaipur,TRUE,MANUAL ADJUSTMENT,2019.0,548440.6392,Negative
2024-04-22,CREDIT,119.6,INR,1.0,-1197976.8,Paytm Mall,Education,Books,India,Mumbai,TRUE,REPEAT PURCHASE,2016.0,22724.0,Negative
2024-06-02,CREDIT,150.07,GBP ,107.8559,-1931427.08,Zomato,Automotive,Fuel,USA,Gurugram,TRUE,MANUAL ADJUSTMENT,2015.0,3075327.6334700002,Negative
2025-07-05,REFUND,131.39,AED,19.5644,-1025077.23,Myntra,Electronics,Laptop,Australia,Bengaluru,TRUE,SUSPECTED FRAUD,,488407.6380399999,Negative
2024-03-21,CREDIT,17.05,GBP,108.9418,-2868854.85,AutoZone,Entertainment,Streaming,India,Pune,TRUE,,2021.0,352916.9611,Negative
2024-04-21,CREDIT,3.79,INR,1.0,-1641954.78,Paytm Mall,Travel,Hotel,UK,Jaipur,TRUE,CHARGEBACK REQUESTED,,720.1,Negative
2024-09-27,DEBIT,32.57,INR,1.0,-1499740.62,Walmart,Entertainment,Concert,UK,Mumbai,TRUE,CASHBACK CREDITED,,6188.3,Negative
2024-02-08,CREDIT,12.17,GBP,102.554,-2922345.52,ShopEasy,Electronics,Laptop,USA,Gurugram,TRUE,"MONTHLY SUBSCRIPTION -- VERIFY
CONTACT SUPPORT",,237135.6142,Negative
2024-05-06,REFUND,61.33,AED,19.6738,-1641954.78,BigBasket,Travel,Flight,India,Jaipur,TRUE,CASHBACK CREDITED,,229252.88925999997,Negative
2024-04-03,CREDIT,33.37,AED,18.7936,-1807022.68,BigBasket,Entertainment,Movies,UK,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,119157.06208,Negative
2025-05-06,DEBIT,156.1,USD ,72.0906,-1641954.78,Walmart,Automotive,Fuel,UAE,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,2138135.1054,Negative
2025-08-02,CREDIT,33.37,INR,1.0,-1168324.75,ShopEasy,Health,Clinic,USA,Pune,TRUE,MONTHLY SUBSCRIPTION,,6340.299999999999,Negative
2024-08-04,DEBIT,30.64,USD,82.7634,-1641954.78,Zomato,Electronics,Accessory,Australia,Hyderabad,TRUE,SUSPECTED FRAUD,,481815.4094400001,Negative
2024-04-19,DEBIT,30.93,AED,19.9793,-441313.98,ShopEasy,Groceries,Specialty,USA,Delhi,TRUE,CHARGEBACK REQUESTED,2020.0,117412.35231,Negative
2023-09-22,DEBIT,33.37,AED ,21.8063,-2868241.24,BigBasket,Travel,Taxi,UK,Jaipur,TRUE,MANUAL ADJUSTMENT,2024.0,138258.48388999997,Negative
2023-09-12,CREDIT,400.25,AED,20.1936,-554337.7,Amazon,Entertainment,Streaming,Australia,Hyderabad,TRUE,CHARGEBACK REQUESTED,2025.0,1535672.796,Negative
2025-03-31,DEBIT,25.47,AED,19.3235,-1850594.43,Reliance,Dining,Restaurant,UAE,Mumbai,TRUE,MONTHLY SUBSCRIPTION,,93512.21355,Negative
2024-09-10,REFUND,88.62,USD,72.0619,-1641954.78,Reliance,Groceries,Specialty,USA,Delhi,TRUE,MANUAL ADJUSTMENT,2015.0,1213363.8598200001,Negative
2024-08-09,DEBIT,107.14,INR,1.0,-1712925.45,Paytm Mall,Entertainment,Concert,Australia,Kolkata,TRUE,PROMO APPLIED,2022.0,20356.6,Negative
2023-12-28,DEBIT,59.45,AED ,20.7173,-1641954.78,BigBasket,Electronics,Accessory,UK,Kolkata,TRUE,"CASHBACK CREDITED -- VERIFY
CONTACT SUPPORT",,234012.26215000002,Negative
2024-09-06,DEBIT,3.5,USD,81.9688,-2933482.94,Walmart,Groceries,Specialty,UAE,Kolkata,TRUE,MANUAL ADJUSTMENT,,54509.252,Negative
2024-10-14,DEBIT,6.12,AED,18.001,-1641954.78,Amazon,Clothing,Women,Australia,Gurugram,TRUE,SUSPECTED FRAUD,2026.0,20931.5628,Negative
2024-06-13,CREDIT,77.72,USD,81.7267,-436832.84,Reliance,Education,Books,Canada,Pune,TRUE,CHARGEBACK REQUESTED,2017.0,1206841.83356,Negative
2024-09-15,DEBIT,7.18,AED,20.6185,-1641954.78,LocalMart,Groceries,Supermarket,UK,Pune,TRUE,SUSPECTED FRAUD,,28127.7577,Negative
2025-03-13,CREDIT,40.19,USD,79.7896,-1641954.78,Zomato,Clothing,Men,Canada,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,609281.3645599999,Negative
2024-04-28,DEBIT,41.42,USD,79.3599,-2121642.09,ShopEasy,Dining,FastFood,India,Noida,TRUE,MONTHLY SUBSCRIPTION,,624546.54102,Negative
2024-03-31,CREDIT,33.37,GBP,96.4332,-1642368.17,BigBasket,Utilities,Internet,India,Kolkata,TRUE,SUSPECTED FRAUD,2022.0,611415.41796,Negative
2024-12-17,CREDIT,115.59,INR,1.0,-1675906.23,ShopEasy,Health,Clinic,Australia,Mumbai,TRUE,REPEAT PURCHASE,,21962.100000000002,Negative
2024-05-18,DEBIT,33.37,INR,1.0,-1001056.58,Myntra,Education,Books,UAE,Chennai,TRUE,MONTHLY SUBSCRIPTION,,6340.299999999999,Negative
2024-03-12,DEBIT,33.37,GBP,90.9855,-1641954.78,ElectroWorld,Clothing,Women,USA,Jaipur,TRUE,,,576875.3656499999,Negative
2025-06-01,CREDIT,120.1,INR,1.0,-529842.48,Myntra,Automotive,Fuel,UAE,Delhi,TRUE,CASHBACK CREDITED,,22819.0,Negative
2024-06-07,REFUND,33.37,GBP,106.9536,-2465116.14,Starbucks,Groceries,Supermarket,Australia,Chennai,TRUE,MANUAL ADJUSTMENT,2022.0,678117.91008,Negative
2024-03-05,DEBIT,99.78,INRR,1.0,-1641954.78,Swiggy,Groceries,Specialty,USA,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,18958.2,Negative
2025-04-19,CREDIT,33.37,INR,1.0,-2680692.71,BigBasket,Electronics,Mobile,USA,Gurugram,TRUE,MANUAL ADJUSTMENT,,6340.299999999999,Negative
2024-04-20,CREDIT,61.56,INR,1.0,-2902267.69,Paytm Mall,Travel,Hotel,Canada,Mumbai,TRUE,REPEAT PURCHASE,,11696.4,Negative
2025-01-01,DEBIT,7.82,USD,74.3621,-1617494.1,Amazon,Electronics,Accessory,USA,Chennai,TRUE,CASHBACK CREDITED,,110487.20818,Negative
2025-08-12,REFUND,15.41,AED,19.2667,-481695.5,ElectroWorld,Groceries,Supermarket,India,Hyderabad,TRUE,PROMO APPLIED,2023.0,56410.97093,Negative
2024-12-28,REFUND,33.37,INR,1.0,-1008888.51,Walmart,Automotive,Repair,Australia,Noida,TRUE,REPEAT PURCHASE,2016.0,6340.299999999999,Negative
2024-05-24,DEBIT,33.37,INRR,1.0,-2579834.66,Amazon,Clothing,Women,UK,Kolkata,TRUE,CHARGEBACK REQUESTED,,6340.299999999999,Negative
2023-11-04,CREDIT,33.37,USD,74.805,-1652316.09,Zomato,Entertainment,Concert,India,Noida,TRUE,CASHBACK CREDITED,,474286.1415,Negative
2025-05-24,DEBIT,14.58,GBP,109.0603,-2677872.21,Walmart,Utilities,Electricity,USA,Jaipur,TRUE,,,302118.84306,Negative
2024-07-12,CREDIT,36.43,INR,1.0,-1641954.78,BigBasket,Health,Pharmacy,India,Chennai,TRUE,SUSPECTED FRAUD,,6921.7,Negative
2025-07-05,DEBIT,455.28,AED,21.4935,-1641954.78,Flipkart,Education,Books,Australia,Bengaluru,TRUE,PROMO APPLIED,2024.0,1859256.5292,Negative
2024-09-22,DEBIT,4.07,USD,78.7046,-2773621.16,ShopEasy,Entertainment,Movies,UAE,Mumbai,TRUE,,,60862.267179999995,Negative
2023-11-09,REFUND,50.04,INR,1.0,-2463659.8,Starbucks,Clothing,Women,USA,Jaipur,TRUE,,,9507.6,Negative
2023-10-11,CREDIT,37.66,INR,1.0,-2775724.89,Paytm Mall,Dining,Restaurant,USA,Pune,TRUE,,2015.0,7155.4,Negative
2024-01-30,CREDIT,3.83,USD,76.5727,-2913953.44,Walmart,Education,Course,India,Jaipur,TRUE,CHARGEBACK REQUESTED,,55721.95379,Negative
2025-06-27,CREDIT,73.08,AED,21.5048,-2825156.11,Myntra,Education,Books,Canada,Mumbai,TRUE,,,298598.44896,Negative
2023-10-03,DEBIT,64.32,AED,20.332,-1561022.92,Reliance,Automotive,Repair,Canada,Bengaluru,TRUE,SUSPECTED FRAUD,,248473.3056,Negative
2025-09-06,CREDIT,36.53,AED,20.8504,-964907.3,Swiggy,Travel,Flight,UK,Jaipur,TRUE,MANUAL ADJUSTMENT,,144716.37128,Negative
2025-04-01,REFUND,67.11,GBP,100.8006,-1221696.02,Paytm Mall,Groceries,Supermarket,India,Mumbai,TRUE,MANUAL ADJUSTMENT,,1285298.37054,Negative
2024-05-23,CREDIT,3.97,USD,75.5805,-1000568.28,BigBasket,Entertainment,Streaming,USA,Kolkata,TRUE,CHARGEBACK REQUESTED,2021.0,57010.371150000006,Negative
2023-12-09,DEBIT,33.37,GBP,98.8431,-1936053.01,AutoZone,Clothing,Men,USA,Chennai,TRUE,PROMO APPLIED,,626694.90693,Negative
2024-07-17,DEBIT,33.37,USD,78.0173,-2913982.78,ElectroWorld,Entertainment,Movies,Australia,Mumbai,TRUE,MANUAL ADJUSTMENT,,494653.08719,Negative
2024-07-15,DEBIT,215.68,USD,72.7685,-1641954.78,Reliance,Automotive,Repair,Canada,Kolkata,TRUE,,,2981994.9152,Negative
2024-04-14,DEBIT,117.78,GBP,97.4399,-1936870.91,ElectroWorld,Clothing,Men,India,Pune,TRUE,SUSPECTED FRAUD,,2180529.57018,Negative
2025-03-18,DEBIT,33.37,USD,79.5207,-1603929.23,Starbucks,Clothing,Men,USA,Chennai,TRUE,,,504185.09421,Negative
2023-11-26,DEBIT,11.76,INR,1.0,-1284258.36,ShopEasy,Travel,Taxi,USA,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,2234.4,Negative
2025-02-20,REFUND,90.04,GBP,90.0604,-595142.65,Myntra,Travel,Flight,USA,Pune,TRUE,CASHBACK CREDITED,,1540717.29904,Negative
2024-09-12,DEBIT,19.62,USD,81.5971,-1162837.32,Flipkart,Education,Books,Canada,Delhi,TRUE,PROMO APPLIED,,304177.66938000004,Negative
2024-05-27,CREDIT,33.37,INR,1.0,-278122.07,Flipkart,Clothing,Women,India,Hyderabad,TRUE,REPEAT PURCHASE,2018.0,6340.299999999999,Negative
2024-02-18,DEBIT,4.09,INR,1.0,-1641954.78,Swiggy,Utilities,Electricity,UAE,Chennai,TRUE,SUSPECTED FRAUD,2025.0,777.1,Negative
2025-01-10,DEBIT,17.42,INR,1.0,-1639862.41,ElectroWorld,Health,Pharmacy,UAE,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,3309.8,Negative
2025-04-18,DEBIT,33.37,AED,18.1403,-1641954.78,Starbucks,Clothing,Women,USA,Jaipur,TRUE,MANUAL ADJUSTMENT,,115014.94408999998,Negative
2024-08-15,CREDIT,233.77,INR,1.0,-1641954.78,Paytm Mall,Utilities,Electricity,Australia,Gurugram,TRUE,PROMO APPLIED,2018.0,44416.3,Negative
2024-06-18,DEBIT,23.92,USD,77.7083,-1001068.54,Walmart,Groceries,Supermarket,UK,Noida,TRUE,REPEAT PURCHASE,,353168.68184,Negative
2024-09-11,CREDIT,33.37,INR,1.0,-2254257.28,Myntra,Groceries,Supermarket,Canada,Bengaluru,TRUE," -- VERIFY
CONTACT SUPPORT",2021.0,6340.299999999999,Negative
2024-12-16,DEBIT,35.55,USD,72.1634,-1641954.78,Walmart,Entertainment,Concert,Canada,Noida,TRUE,REPEAT PURCHASE,,487427.68529999995,Negative
2025-08-19,DEBIT,33.37,AED,20.4774,-1935260.93,Paytm Mall,Electronics,Mobile,USA,Delhi,TRUE,SUSPECTED FRAUD,,129832.85922,Negative
2025-07-16,DEBIT,40.99,USD,74.7748,-446845.86,Starbucks,Electronics,Accessory,Canada,Jaipur,TRUE,"SUSPECTED FRAUD -- VERIFY
CONTACT SUPPORT",,582353.61988,Negative
2025-04-11,CREDIT,331.77,INR,1.0,-1985664.29,ShopEasy,Electronics,Mobile,India,Kolkata,TRUE,CASHBACK CREDITED,,63036.299999999996,Negative
2024-02-07,CREDIT,13.01,INR,1.0,-2235047.79,BigBasket,Entertainment,Movies,UAE,Delhi,TRUE,MONTHLY SUBSCRIPTION,,2471.9,Negative
2025-06-26,DEBIT,33.37,AED,18.297,-1641954.78,Paytm Mall,Education,Course,UAE,Pune,TRUE,,,116008.46909999999,Negative
2023-11-02,DEBIT,64.5,GBP,109.5203,-1641954.78,Walmart,Electronics,Mobile,UAE,Chennai,TRUE,PROMO APPLIED,,1342171.2765000002,Negative
2024-11-11,REFUND,64.26,AED,20.5628,-593352.65,LocalMart,Education,Course,UAE,Delhi,TRUE,PROMO APPLIED,,251059.45032,Negative
2024-01-27,CREDIT,33.37,INR,1.0,-1937228.84,Walmart,Education,Course,UK,Gurugram,TRUE,,2017.0,6340.299999999999,Negative
2024-04-16,CREDIT,1.92,USD,80.4067,-1641954.78,LocalMart,Utilities,Water,Australia,Gurugram,TRUE," -- VERIFY
CONTACT SUPPORT",2023.0,29332.36416,Negative
2024-10-18,REFUND,8.72,USD,75.662,-1984411.25,Walmart,Utilities,Electricity,Australia,Gurugram,TRUE,,2018.0,125356.80160000002,Negative
2025-07-03,DEBIT,61.52,INRR,1.0,-1641954.78,Paytm Mall,Automotive,Fuel,UK,Bengaluru,TRUE,CASHBACK CREDITED,,11688.800000000001,Negative
2025-07-26,CREDIT,59.8,USD,74.2801,-481349.17,Starbucks,Utilities,Water,Australia,Bengaluru,TRUE,PROMO APPLIED,2018.0,843970.4962,Negative
2024-06-15,CREDIT,94.02,INR,1.0,-1641954.78,Starbucks,Dining,FastFood,Canada,Hyderabad,TRUE,CHARGEBACK REQUESTED,,17863.8,Negative
2025-05-31,DEBIT,33.37,INR,1.0,-1626956.99,Swiggy,Health,Clinic,UAE,Mumbai,TRUE,,,6340.299999999999,Negative
2024-01-20,DEBIT,30.98,INR,1.0,-280637.57,Walmart,Travel,Hotel,India,Jaipur,TRUE,CHARGEBACK REQUESTED,2019.0,5886.2,Negative
2025-02-18,CREDIT,33.37,USD,72.8027,-2085677.92,Swiggy,Education,Course,India,Mumbai,TRUE,,2025.0,461590.95881,Negative
2024-06-23,DEBIT,20.12,USD,73.097,-1641954.78,ElectroWorld,Groceries,Specialty,Australia,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,2018.0,279435.2116,Negative
2024-09-11,CREDIT,45.11,USD,72.7959,-145325.82,Zomato,Entertainment,Streaming,UK,Hyderabad,TRUE,REPEAT PURCHASE,2022.0,623926.37931,Negative
2023-12-28,DEBIT,33.37,INR,1.0,-1713228.27,Paytm Mall,Automotive,Repair,Canada,Noida,TRUE,MONTHLY SUBSCRIPTION,,6340.299999999999,Negative
2024-08-17,REFUND,33.37,AED,20.8521,-2679286.71,Amazon,Travel,Taxi,USA,Pune,TRUE,SUSPECTED FRAUD,2017.0,132208.56962999998,Negative
2024-05-19,REFUND,1.11,INR,1.0,-1641954.78,LocalMart,Clothing,Men,UAE,Hyderabad,TRUE,PROMO APPLIED,,210.9,Negative
2025-04-19,DEBIT,564.9,INR,1.0,-1483463.11,Amazon,Automotive,Repair,USA,Gurugram,TRUE,CASHBACK CREDITED,,107331.0,Negative
2023-11-27,CREDIT,23.02,GBP,92.5436,-1143016.36,Walmart,Health,Clinic,UAE,Gurugram,TRUE,SUSPECTED FRAUD,,404767.1976799999,Negative
2024-05-12,CREDIT,58.87,AED,21.3245,-2678093.08,Flipkart,Automotive,Repair,India,Noida,TRUE,CHARGEBACK REQUESTED,,238520.92985000001,Negative
2025-06-13,REFUND,26.84,INR,1.0,-1641954.78,ElectroWorld,Clothing,Men,India,Delhi,TRUE,REPEAT PURCHASE,2021.0,5099.6,Negative
2023-09-21,DEBIT,20.0,AED,18.276,-480967.58,Reliance,Dining,Restaurant,UK,Chennai,TRUE,REPEAT PURCHASE,,69448.8,Negative
2025-06-17,DEBIT,50.19,AED,21.9421,-159512.43,Starbucks,Clothing,Women,UAE,Mumbai,TRUE,REPEAT PURCHASE,,209242.05981,Negative
2024-09-30,CREDIT,246.67,AED,21.841,-2669744.07,Starbucks,Health,Pharmacy,Australia,Jaipur,TRUE,PROMO APPLIED,,1023628.6993,Negative
2025-02-07,DEBIT,45.71,USD,77.9713,-975641.13,Reliance,Utilities,Electricity,USA,Gurugram,TRUE,CASHBACK CREDITED,2019.0,677172.94337,Negative
2024-04-27,DEBIT,19.34,INR,1.0,-2110563.14,Amazon,Utilities,Internet,Australia,Gurugram,TRUE,SUSPECTED FRAUD,2025.0,3674.6,Negative
2024-08-13,DEBIT,84.78,AED,21.7129,-2727785.73,Amazon,Automotive,Repair,UK,Gurugram,TRUE,CASHBACK CREDITED,,349755.73578000005,Negative
